"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2018-05-16 12:05:40","TRXETH","SELL","0.00009583","184TRX","0.01763272ETH","0.00001763ETH"
"2018-04-27 12:18:30","IOSTBTC","BUY","0.00000548","2062IOST","0.01129976BTC","2.062IOST"
"2018-04-27 12:14:12","XLMBTC","SELL","0.00004452","254XLM","0.01130808BTC","0.00001131BTC"
"2018-04-16 14:39:02","TRXBTC","BUY","0.00000508","2TRX","0.00001016BTC","0.002TRX"
"2018-04-16 14:38:57","TRXBTC","BUY","0.00000508","2TRX","0.00001016BTC","0.002TRX"
"2018-04-16 14:38:54","TRXBTC","BUY","0.00000508","1TRX","0.00000508BTC","0.001TRX"
"2018-04-16 14:38:49","TRXBTC","BUY","0.00000508","1TRX","0.00000508BTC","0.001TRX"
"2018-04-16 14:38:46","TRXBTC","BUY","0.00000508","1TRX","0.00000508BTC","0.001TRX"
"2018-04-16 14:38:21","TRXBTC","BUY","0.00000508","200TRX","0.001016BTC","0.2TRX"
"2018-04-16 14:36:26","RPXBTC","SELL","0.00001114","93RPX","0.00103602BTC","0.00000104BTC"
"2018-04-16 06:32:52","IOTABTC","BUY","0.00019198","31IOTA","0.00595138BTC","0.031IOTA"
"2018-04-15 23:49:45","RPXBTC","SELL","0.00001195","500RPX","0.005975BTC","0.00000598BTC"
"2018-03-08 07:11:31","PIVXBTC","BUY","0.0005","27.18PIVX","0.01359BTC","0.02718PIVX"
"2018-03-02 18:49:30","PIVXBTC","SELL","0.0005409","16.71PIVX","0.00903843BTC","0.00000904BTC"
"2018-03-02 18:49:30","PIVXBTC","SELL","0.0005409","5.44PIVX","0.00294249BTC","0.00000294BTC"
"2018-03-02 18:49:30","PIVXBTC","SELL","0.0005417","3PIVX","0.0016251BTC","0.00000163BTC"
"2018-03-02 01:26:04","PIVXBTC","BUY","0.00052","25.17PIVX","0.0130884BTC","0.02517PIVX"
"2018-03-01 19:52:32","PIVXBTC","SELL","0.00055","22.97PIVX","0.0126335BTC","0.00001263BTC"
"2018-02-28 15:50:29","PIVXBTC","BUY","0.0005157","2PIVX","0.0010314BTC","0.002PIVX"
"2018-02-28 15:50:29","PIVXBTC","BUY","0.0005159","8.54PIVX","0.00440578BTC","0.00854PIVX"
"2018-02-28 15:50:29","PIVXBTC","BUY","0.0005158","12.46PIVX","0.00642686BTC","0.01246PIVX"
"2018-02-28 15:49:29","SALTBTC","SELL","0.00039","31.58SALT","0.0123162BTC","0.00001232BTC"
"2018-02-13 17:02:56","RPXBTC","BUY","0.000031","495RPX","0.015345BTC","0.1485RPX"
"2018-02-13 17:02:45","RPXBTC","BUY","0.000031","99RPX","0.003069BTC","0.0297RPX"
"2018-02-13 16:43:57","XLMBTC","SELL","0.00004612","371XLM","0.01711052BTC","0.00000513BTC"
"2018-02-13 16:43:57","XLMBTC","SELL","0.00004612","29XLM","0.00133748BTC","0.0000004BTC"
"2018-01-18 00:01:08","BATETH","BUY","0.00058791","142BAT","0.08348322ETH","0.142BAT"
"2018-01-18 00:01:08","BATETH","BUY","0.00058791","58BAT","0.03409878ETH","0.058BAT"
"2018-01-17 23:59:47","ETHUSDT","BUY","999.01","0.11835ETH","118.2328335USDT","0.00011835ETH"
"2018-01-17 20:40:22","BTCUSDT","SELL","10766.01","0.001053BTC","11.33660853USDT","0.01133661USDT"
"2018-01-17 20:40:22","BTCUSDT","SELL","10761.22","0.009945BTC","107.0203329USDT","0.10702033USDT"
"2018-01-17 20:38:48","BATBTC","SELL","0.00004127","125BAT","0.00515875BTC","0.00000516BTC"
"2018-01-17 20:38:48","BATBTC","SELL","0.00004127","15BAT","0.00061905BTC","0.00000062BTC"
"2018-01-17 20:38:48","BATBTC","SELL","0.00004127","126BAT","0.00520002BTC","0.0000052BTC"
"2018-01-16 09:24:12","BATBTC","BUY","0.00004","267BAT","0.01068BTC","0.267BAT"
"2018-01-16 09:21:28","TRXBTC","SELL","0.00000492","2176TRX","0.01070592BTC","0.00001071BTC"
"2018-01-11 21:18:42","ADAETH","BUY","0.00061199","179ADA","0.10954621ETH","0.179ADA"
"2018-01-11 21:18:36","IOTAETH","BUY","0.00292019","36IOTA","0.10512684ETH","0.036IOTA"
"2018-01-08 09:17:23","ADAETH","SELL","0.0008","242ADA","0.1936ETH","0.0001936ETH"
"2018-01-08 09:17:22","ADAETH","SELL","0.0008","140ADA","0.112ETH","0.000112ETH"
"2018-01-05 20:53:27","XLMBTC","BUY","0.000042","1418XLM","0.059556BTC","1.418XLM"
"2018-01-05 20:50:02","TRXBTC","SELL","0.00001369","4352TRX","0.05957888BTC","0.00005958BTC"
"2018-01-05 00:14:49","ADAETH","BUY","0.00127397","11ADA","0.01401367ETH","0.011ADA"
"2018-01-05 00:14:49","ADAETH","BUY","0.00127394","372ADA","0.47390568ETH","0.372ADA"
"2018-01-05 00:05:22","SALTETH","SELL","0.013698","0.9SALT","0.0123282ETH","0.00001233ETH"
"2018-01-05 00:05:22","SALTETH","SELL","0.013626","1.1SALT","0.0149886ETH","0.00001499ETH"
"2018-01-05 00:02:31","ADAETH","SELL","0.00123008","264ADA","0.32474112ETH","0.00032474ETH"
"2018-01-05 00:02:31","ADAETH","SELL","0.0012301","105ADA","0.1291605ETH","0.00012916ETH"
"2018-01-04 19:46:54","TRXBTC","BUY","0.0000125","2380TRX","0.02975BTC","2.38TRX"
"2018-01-04 17:54:06","ADABTC","BUY","0.0000805","369ADA","0.0297045BTC","0.369ADA"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","462LINK","0.03234BTC","0.462LINK"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","55LINK","0.00385BTC","0.055LINK"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","234LINK","0.01638BTC","0.234LINK"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","32LINK","0.00224BTC","0.032LINK"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","36LINK","0.00252BTC","0.036LINK"
"2018-01-04 16:16:42","LINKBTC","BUY","0.00007","31LINK","0.00217BTC","0.031LINK"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007758","31ADA","0.00240498BTC","0.0000024BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007765","27ADA","0.00209655BTC","0.0000021BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007767","129ADA","0.01001943BTC","0.00001002BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.0000776","33ADA","0.0025608BTC","0.00000256BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007764","20ADA","0.0015528BTC","0.00000155BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007764","48ADA","0.00372672BTC","0.00000373BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007756","230ADA","0.0178388BTC","0.00001784BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.0000776","1000ADA","0.0776BTC","0.0000776BTC"
"2018-01-04 15:37:20","ADABTC","SELL","0.00007758","17ADA","0.00131886BTC","0.00000132BTC"
"2018-01-04 13:33:15","TRXETH","BUY","0.000223","2517TRX","0.561291ETH","2.517TRX"
"2018-01-04 13:31:27","IOTAETH","SELL","0.00403996","70IOTA","0.2827972ETH","0.0002828ETH"
"2018-01-04 13:31:27","IOTAETH","SELL","0.00403996","71IOTA","0.28683716ETH","0.00028684ETH"
"2017-12-25 23:55:44","ADABTC","BUY","0.00002977","398ADA","0.01184846BTC","0.398ADA"
"2017-12-25 23:06:57","XVGBTC","SELL","0.00001115","1064XVG","0.0118636BTC","0.00001186BTC"
"2017-12-23 01:37:44","TRXBTC","BUY","0.00000262","3817TRX","0.01000054BTC","3.817TRX"
"2017-12-23 01:35:49","XVGBTC","BUY","0.00000938","1066XVG","0.00999908BTC","1.066XVG"
"2017-12-23 01:30:22","ADABTC","BUY","0.00002964","673ADA","0.01994772BTC","0.673ADA"
"2017-12-09 06:41:51","SALTBTC","BUY","0.000532","0.01SALT","0.00000532BTC","0.00001SALT"
"2017-12-09 06:41:23","SALTBTC","BUY","0.000532","33.61SALT","0.01788052BTC","0.03361SALT"
"2017-12-09 06:39:45","IOTABTC","BUY","0.000313","7IOTA","0.002191BTC","0.007IOTA"
"2017-12-06 10:09:07","IOTABTC","BUY","0.0003689","86IOTA","0.0317254BTC","0.086IOTA"
"2017-12-05 21:25:43","IOTABTC","BUY","0.0003009","49IOTA","0.0147441BTC","0.049IOTA"
"2017-12-05 21:16:42","ADABTC","BUY","0.00001106","466ADA","0.00515396BTC","0.466ADA"
